SNO,CO,NOX
28095,728500856907.9994,719293004771.9805
28096,710777147626.426,701792972102.7747
28097,711784070709.0514,702787186483.1672
28098,712761269194.205,703752051551.278
28099,713770181456.9398,704748229953.6344
28100,714779093719.6747,705744408355.9907
28101,715787995290.833,706740576245.9971
28102,716765181163.292,707705428839.9407
28103,717803770330.7339,708730908340.8064
28104,718812686128.5497,709727090233.0063
28105,719789848696.7382,710691919840.4331
28106,720798773572.1674,711688110716.9564
28107,721807685834.9022,712684289119.3127
28108,722784884320.0558,713649154187.4235
28109,723793773278.5197,714645309603.2627
28110,724802685541.2545,715641488005.619
28111,725841274590.296,716666967389.5696
28112,726818463997.836,717631823473.3569
28113,727827365568.9945,718627991363.3634
28114,728836277831.7294,719624169765.7196
28115,729813471129.8888,720589029689.9158
28116,730822388579.6178,721585213236.1868
28117,731831300842.3524,722581391638.543
28118,732839810887.1108,723577173075.3314
28119,733846660933.1824,724571314176.7024
28120,735480757402.0519,726184749073.1345
28121,734620074834.4146,725334910713.0242
28122,735316986061.5712,726022978522.524
28123,735341558211.3529,726047230086.7567
28124,735288482795.258,725994783750.5841
28125,735379147108.0935,726084227615.3063
28126,734689091425.24,725402828178.6492
28127,735330031632.7424,726035627304.5164
28128,735058897402.5282,725767892700.6912
28129,734862331815.7921,725573803503.751
28130,734723554954.4634,725436792988.8809
28131,734803404681.0227,725515636864.5804
28132,735648793624.2588,726350292405.7245
28133,735786971662.6385,726486712199.5625
28134,736030597438.9933,726727320218.2369
28135,735978184254.0238,726675752277.3551
28136,735987090027.8464,726684777414.1056
28137,736514513676.6982,727205708028.2975
28138,735867907145.0173,726567404948.5594
28139,736006529605.0753,726704369315.7009
28140,743792001876.1749,734391294088.5226
28141,737325582400.3705,728006686475.5822
28142,735637391196.6798,726339655606.2705
28143,735545354239.771,726248627898.7823
28144,736205367153.4642,726900191885.434
28145,735505984641.2247,726209589424.2747
28146,735369577255.9386,726074889614.59
28147,735390673043.1693,726095650938.4722
28148,735929600646.4426,726627710977.4761
28149,735886637444.8663,726585225136.3073
28150,735633440668.1644,726335276534.4613
28151,736002911821.073,726700027490.6779
28152,735377006277.1045,726081961593.5765
28153,730486218631.0481,721253013721.87
28154,730674777720.2865,721439206337.6477
28155,730809926509.0325,721572683706.9379
28156,731305486181.118,722062000738.4917
28157,730769546945.5032,721532835900.3932
28158,735941969339.4806,726639852554.6785
28159,735972298166.0712,726669889550.1416
28160,736028729900.4979,726725709226.6447
28161,736211132902.461,726905847463.8107
28162,736184323962.6388,726879384070.6136
28163,735646031158.2461,726347942835.3541
28164,737979313839.3391,728651777817.7911
28165,736356968609.2762,727050031470.1962
28166,735706300802.5371,726407652871.9009
28167,735501379244.7637,726205212622.9404
28168,735826302553.9843,726525951023.3033
28169,734844706696.9663,725556806273.0782
28170,735885328355.1827,726584122853.8011
28171,735976427090.2278,726673926266.3103
28172,734907996472.3883,725618951802.6434
28173,734607394605.8225,725322143439.5845
28174,732495065170.1049,723236495936.7827
28175,730511699160.7775,721278166876.38
28176,729805518847.1847,720580892268.6608
28177,730401433330.9554,721169276952.1166
28178,730625019358.7188,721390060812.0338
28179,730430395730.2742,721197900513.0944
28180,732130522880.0786,722876544895.6958
28181,735637196722.1039,726338877715.8763
28182,736133410120.9639,726828898925.564
28183,735322340012.8052,726028212313.9524
28184,735829738713.4827,726529315296.3112
28185,736323308608.5369,727016790640.9197
28186,736064478103.2072,726761269972.5581
28187,736119982079.4729,726816069028.0554
28188,736191929460.4873,726887112974.555
28189,735898051145.3085,726596931202.6243
28190,735681212810.0854,726382735109.0635
28191,735688561988.2224,726389862878.0308
28192,736223557289.3265,726917993256.285
28193,735099427814.833,725808099833.2424
28194,735960349164.1536,726658106582.4808
28195,735826816812.5029,726526230675.6688
28196,735673970154.8671,726375339414.2484
28197,740421228857.0106,731062522010.6117
28198,740265037674.4651,730908298857.3354
28199,740010198131.7675,730656560905.4559
28200,739603051190.4906,730254504756.2524
28201,740173496602.0938,730817721605.2886
28202,740438843545.094,731079811390.0007
28203,740094870238.1632,730740253673.3093
28204,739700237784.6475,730350506483.4745
28205,740366644729.0582,731008408010.9019
28206,740578150734.8163,731217435460.5458
28207,740352213818.8969,730994636344.0507
28208,740956285321.0087,731591204516.2015
28209,740802492665.8369,731439447757.0885
28210,740319144254.6544,730962276056.6561
28211,740216770968.2302,730861210038.3706
28212,740011570401.665,730658585662.0029
28213,740499428845.011,731140247410.014
28214,740290534445.5673,730933868882.4884
28215,740029513139.5856,730676043908.5223
28216,740497522228.3352,731138009958.6316
28217,739749184001.5356,730399044288.8098
28218,739989881338.865,730636668864.3997
28219,740005702679.733,730652234970.091
28220,740266924917.8925,730910132154.3055
28221,739303102874.5449,729958466260.804
28222,740029113360.0983,730675216713.7372
28223,739423563063.9005,730077285644.5284
28224,739693088040.8741,730343385918.8448
28225,739851967875.98,730500237667.8926
28226,740281145648.7423,730923922991.1251
28227,739883949706.3916,730531725043.4265
28228,739879892877.7821,730527703029.7079
28229,740259810273.768,730902866084.5599
28230,740367322101.8782,731009351793.2373
28231,739423174728.6115,730077344659.8688
28232,740318032070.2769,730961022275.8807
28233,740328452522.8856,730971384486.2595
28234,739857724906.5328,730506629541.2479
28235,739996043165.614,730643187906.8923
28236,740006805879.328,730653792896.1686
28237,739798500310.595,730448062031.9631
28238,739957214787.7291,730604676499.0314
28239,733396368768.6288,724126775188.0167
28240,733839206511.465,724563939741.6011
28241,733575431767.4269,724303446743.6698
28242,734052872025.7699,724774773424.7522
28243,739572092784.3907,730224124305.6171
28244,739881595665.0737,730529637767.0747
28245,738481656689.8636,729147325304.4849
28246,736617941933.29,727307148413.9686
28247,739150890454.3771,729808013821.1692
28248,739130587592.5538,729787952059.6129
28249,739427429824.2448,730081056423.6941
28250,739195957622.0586,729852544249.1372
28251,730352451466.8347,721120983911.0112
28252,737613838387.9724,728290491898.9127
28253,740126724075.0515,730771600753.1261
28254,739859952119.98,730508351465.8251
28255,739475845955.8251,730129317607.6816
28256,739664298607.6113,730315547628.2374
28257,739830474033.7705,730479692229.3536
28258,738985470294.1294,729645434696.5183
28259,738692929477.6609,729356617615.6536
28260,738606944088.7721,729271682494.2352
28261,738566997374.7936,729232192758.5101
28262,739004761812.5914,729664336172.2555
28263,729711296652.5118,720488401776.1268
28264,733991426358.8091,724714322750.9542
28265,729849374084.3751,720624634530.4012
28266,738537230967.7057,729202443874.075
28267,739047112247.8376,729705744217.7443
28268,739350073793.1309,730004769469.2876
28269,739035477271.4576,729694076597.3186
28270,738766600588.9281,729428569621.2584
28271,738839813744.8793,729500846025.7914
28272,738993257568.3209,729652361745.2649
28273,739127800707.6179,729785196513.5836
28274,739231604354.9484,729887686570.3373
28275,739199423556.7404,729855919293.3428
28276,739316887404.2312,729971921781.4137
28277,739526080987.0586,730178512767.1448
28278,739305539484.8396,729960828217.3876
28279,739289838409.9664,729945481702.3641
28280,739467589808.8315,730121142529.1571
28281,738903118165.7513,729563890167.385
28282,738470450961.9083,729136789941.6787
28283,738359972410.3408,729027794351.6259
28284,745056618325.6056,735639635032.3098
28285,738759052762.0663,729421687854.8323
28286,738512329265.7828,729178014766.3204
28287,738556064485.1671,729221153710.5808
28288,739214289200.6666,729871017693.6119
28289,738573491779.5626,729238293738.3651
28290,738802655895.8038,729464507151.4335
28291,738932144979.0088,729592293294.8312
28292,738885950332.6182,729546638736.8428
28293,738590892955.2075,729255271469.1755
28294,738833373964.7457,729494631631.6537
28295,738625993029.021,729289836053.8907
28296,738446943342.6268,729113020003.8541
28297,738353242823.499,729020459294.4924
28298,738594434293.5076,729258564004.3782
28299,738248364949.499,728916846742.0349
28300,738865600642.3126,729526239909.6455
28301,739191820088.7247,729848315639.6608
28302,739069625309.0413,729727743215.2068
28303,733111613253.786,723845328921.5735
28304,737948384427.0627,728621163682.7217
28305,739714913870.626,730365476734.5089
28306,738713679346.2549,729377018972.4506
28307,738639415001.3799,729303659552.738
28308,738646112680.2291,729310188772.8163
28309,738426180191.3115,729093114776.9801
28310,738988325738.0989,729648157929.7191
28311,738436735371.9558,729103440123.2445
28312,739169348667.1376,729826707736.967
28313,738296433407.6793,728964795301.228
28314,738404509098.1007,729071441673.4923
28315,738212630629.3024,728881925519.2887
28316,737447272942.7098,728126171354.7705
28317,722575177718.9615,713441909895.7183
28318,724556832599.5864,715398436516.7448
28319,736838515231.8958,727524811862.3656
28320,729245820413.9728,720028437455.8556
28321,729726315642.1987,720503205176.4592
28322,729637230430.7635,720415327282.7897
28323,729375778392.398,720157195603.6395
28324,729254087820.9446,720037063768.8533
28325,728943088781.6775,719730058303.042
28326,729190994209.133,719974852875.909
28327,737195140099.333,727877660797.2098
28328,734238554787.0931,724958098773.1396
28329,737276482987.7004,727957560667.5112
28330,732046226524.6842,722793459970.7921
28331,725124371132.4877,715959105498.5221
28332,722142255603.6301,713014483067.9591
28333,727777347294.4135,718578291815.3793
28334,725805373497.867,716631257144.5109
28335,723112612193.5532,713972496942.6794
28336,720542756042.6871,711435035788.614
28337,719469572371.9353,710375412426.3909
28338,737670096370.9802,728345848685.944
28339,738794284243.0619,729455838726.9537
28340,739316913041.1813,729972051624.6921
28341,739198059551.6118,729854939230.1785
28342,738420867615.4261,729087756392.6799
28343,739040492913.9194,729699601065.3912
28344,739007212397.9149,729666801280.4983
28345,738982705079.0948,729642589575.7448
28346,738628764459.3163,729293072843.4218
28347,738769382820.6345,729431780290.2599
28348,736600516948.6307,727290258065.6128
28349,738265440386.6115,728934044993.4766
28350,739271495382.6243,729927365410.349
28351,727700123020.9962,718502371065.7559
28352,736948393989.3914,727633521388.801
28353,737646763599.2596,728323113335.2189
28354,737861776920.5737,728535412608.901
28355,737940761642.7473,728613438414.9829
28356,738074161608.2347,728745156090.9569
28357,737739488822.1324,728414756778.9044
28358,737586507361.8428,728263782431.2964
28359,737967660295.0997,728640146611.3673
28360,737754403113.8928,728429746459.3567
28361,737957135885.3116,728630000827.3485
28362,742050223240.9608,732671341942.1094
28363,742546747764.2148,733161631540.4698
28364,737649611734.703,728326497044.7295
28365,738066532443.0781,728738151291.258
28366,740022939109.5963,730669942593.6102
28367,737854418894.1624,728528897052.8448
28368,737325063672.1992,728006159566.6626
28369,737618926494.9425,728296373398.7292
28370,737482290695.4253,728161510417.7302
28371,738075999381.3667,728747613792.4618
28372,737333442661.3865,728014277165.7991
28373,743539359727.6401,734141336114.3427
28374,738139487372.671,728809835759.1754
28375,738277576641.5798,728946118042.6848
28376,737984224941.5571,728656393066.5748
28377,737877952369.6719,728551441281.9843
28378,738194989865.8141,728864558931.6154
28379,738026672606.7627,728698388276.0057
28380,737848490297.0454,728522285749.3488
28381,738556284859.1534,729221185421.3342
28382,739534836307.3119,730187330492.8566
28383,742620781683.0878,733234206084.984
28384,738812729290.3772,729474294948.9324
28385,738936168849.2166,729596210841.6893
28386,738630754854.9716,729294870945.7853
28387,738557704329.8793,729223064774.1527
28388,738860360301.3241,729522016162.578
28389,738556869373.5043,729222253264.7142
28390,739894038952.4473,730542452028.5486
28391,738854300922.7649,729516003482.1136
28392,738219906977.1152,728889535469.8694
28393,738247320359.0695,728916579691.6438
28394,738188411982.398,728858404342.512
28395,738606900047.8937,729271506688.4468
28396,741557706364.5231,732184876231.6458
28397,743894443257.6,734492145670.4294
28398,743660534220.3083,734261123615.5342
28399,743659276061.8451,734259836481.2145
28400,743648772001.9705,734249462246.4062
28401,743519506972.4253,734121791626.5634
28402,743373608365.6455,733977703861.818
28403,743625623251.977,734226549756.8552
28404,743398909426.8933,734002653303.9948
28405,743364688915.6293,733968895145.6927
28406,743406627844.3599,734010238401.2682
28407,743463366619.9489,734066338983.0928
28408,743727866085.4425,734327547330.7235
28409,743675840659.0359,734276285857.3579
28410,744164154223.6841,734758597141.9165
28411,744029283004.2213,734625423025.1138
28412,744116743508.5836,734711803137.8038
28413,744172408508.1162,734766824980.8389
28414,744200921809.9775,734795043185.7147
28415,744305380886.6951,734898195664.578
28416,744569184613.2461,735158565385.3728
28417,744670660065.8059,735258718628.4752
28418,745194248121.9517,735775581987.0017
28419,745026705769.257,735609993363.7101
28420,745689404505.1576,736264245894.831
28421,745936200772.6449,736507749838.7897
28422,746223530035.7642,736791296743.9552
28423,746383746125.5457,736949387138.4766
28424,746686207187.3424,737248029075.9792
28425,746817230584.2614,737377258503.5975
28426,746906820845.0156,737465728739.4928
28427,746462032582.4004,737026613709.1129
28428,746738546267.8713,737299599872.295
28429,746628175050.0089,737190545392.1732
28430,747038463653.916,737595654139.1167
28431,746890572485.3296,737449543108.6558
28432,747262006761.3903,737816266349.7688
28433,747593423881.1987,738143682578.3516
28434,747151337311.9869,737707536194.2147
28435,747508833780.5386,738060787150.2131
28436,747192986750.4333,737748952688.5186
28437,747004786287.8867,737563135638.1775
28438,746885376168.3159,737445184900.8088
28439,747070189843.4817,737627748676.0897
28440,746941194118.7963,737500359052.3379
28441,746917488979.343,737476825911.5997
28442,746992288067.0625,737550551793.2714
28443,746964290034.7635,737522824772.14
28444,743492095673.4362,734094140109.6135
28445,743418155228.0065,734021094458.9379
28446,743688188539.7347,734287985591.947
28447,707873452538.7223,698925692000.2766
28448,745505857719.2285,736082694863.5511
28449,745042380672.1604,735625218384.0802
28450,745215740388.8928,735796464863.1017
28451,744860744354.7246,735445996787.5793
28452,744886169502.5757,735471056498.9174
28453,744539597917.5454,735128742984.6522
28454,743791654603.1305,734390019461.0996
28455,743786854517.8058,734385243447.5448
28456,735193856927.5024,725901069348.0885
28457,743925586038.973,734522071305.5233
28458,743779215019.6884,734377573551.5187
28459,743686508411.4784,734286002510.196
28460,744715645876.386,735302289485.1962
28461,745138798832.8484,735720133045.4435
28462,744298053816.2474,734890037642.4683
28463,728435429423.3674,719228318237.8921
28464,727175524767.6254,717984386881.2675
28465,727326277827.7157,718133190983.8068
28466,728407411522.8966,719200694218.3566
28467,728765552651.7039,719554345950.7336
28468,728480719306.6729,719273274650.276
28469,728204835096.4967,719001136930.4191
28470,728242665701.3591,719038533916.7507
28471,728205950108.293,719002399556.0674
28472,728320583889.2437,719115707975.5571
28473,721134834130.729,712020790049.9728
28474,723862416538.731,714713768713.3616
28475,727944856272.687,718744702875.2079
28476,720341623260.5739,711237615636.978
28477,728053415857.4309,718851866087.1316
28478,725266174347.9601,716099847134.1687
28479,737733750598.6981,728409320978.4004
28480,739609646813.5298,730260978750.413
28481,716577682458.6161,707520332628.8047
28482,740450318838.8446,731090948930.9905
28483,741977543932.5474,732598791922.0817
28484,734306455527.1661,725025138646.2809
28485,741225714819.8444,731856877894.5779
28486,740944624612.4017,731579385091.5164
28487,741463740739.5669,732091938461.8159
28488,741946285985.329,732568207966.6797
28489,738200162002.008,728869963285.0345
28490,737241554836.2094,727923531856.2203
28491,737531239303.7649,728209504204.9427
28492,738000171659.3645,728672496051.3201
28493,737997257019.1315,728669565451.1781
28494,739286758914.2129,729942731507.4307
28495,738147353854.371,728817755161.7158
28496,737960542851.015,728633291986.4971
28497,737947953920.0476,728620873724.786
28498,738600798744.5409,729265396229.7306
28499,738638562812.7516,729302778343.1671
28500,739150757657.6348,729808394461.0784
28501,737741778813.8896,728417040626.2603
28502,742786964652.8828,733398073398.3613
28503,742518564740.7046,733133151134.0801
28504,742355073799.3715,732971837737.1823
28505,733030647788.899,723765627288.8408
28506,733237894781.9661,723970197481.4526
28507,733355825041.516,724086638428.986
28508,733552647313.5264,724280928395.0516
28509,733604672692.6158,724332296812.4989
28510,733127868250.1138,723861627760.434
28511,733518732215.3259,724247716206.0277
28512,733426255312.036,724156528889.6378
28513,733482904742.0867,724212562665.1713
28514,733062451792.1002,723797449209.753
28515,733536469784.3804,724265425346.491
28516,733500622069.4208,724230058297.9615
28517,733437177017.8854,724167320734.325
28518,733490279251.9614,724219644109.4373
28519,733400618015.7073,724131028420.4208
28520,733607021741.9158,724334828482.153
28521,733916577961.8704,724640400060.7992
28522,733794866619.5143,724520216912.3246
28523,733651051456.0085,724378184778.157
28524,733931957464.1237,724655524871.7932
28525,734081491492.7915,724803134174.0988
28526,727169785961.9265,717978765836.449
28527,720001489489.1271,710901052862.8594
28528,719820129872.1191,710722012448.0524
28529,719280506182.5691,710189156041.0713
28530,724539137158.3298,715381352922.9004
28531,733901958045.5479,724625859769.9314
28532,734452865494.5382,725169843332.7859
28533,734406524748.5817,725124086273.1895
28534,734868110640.1846,725580014877.2614
28535,735207216962.3514,725914856955.3768
28536,735133252717.7836,725841837426.3221
28537,735217782858.4565,725925330287.6538
28538,734946150146.2986,725657171675.8416
28539,733877995735.2606,724602543825.1058
28540,734723781299.087,725437595721.0763
28541,735259247150.6057,725966276136.3899
28542,735680307466.6615,726381976077.0062
28543,735605577106.6854,726308145140.3009
28544,735543989472.6239,726247286065.4352
28545,735642556320.4811,726344533516.4314
28546,734955965504.3605,725666626778.7205
28547,735899393122.2188,726598004329.7803
28548,735008402571.6355,725718264893.6417
28549,730998477420.1383,721759014588.4352
28550,725877902582.783,716703161644.959
28551,728256327928.8611,719051554304.4098
28552,729449539497.3097,720229700269.7114
28553,727570583661.6383,718374483017.0029
28554,725667023356.73,716494936925.8329
28555,713366960967.1731,704350140430.9098
28556,732603147419.6592,723343421800.5941
28557,736058809728.2642,726755476152.21
28558,735904824921.6403,726603481363.1793
28559,735913570681.6785,726612117491.6782
28560,735635151424.6421,726337148821.0151
28561,735526805925.9292,726230081459.8075
28562,735663097489.2838,726364562078.1576
28563,735566494808.4683,726269140770.4209
28564,736153991842.4539,726849186573.6759
28565,735783175845.2255,726483052538.815
28566,736110556584.1467,726806286539.4913
28567,736058916606.8594,726755293020.7659
28568,736080375916.784,726776508213.6545
28569,735959912882.9934,726657610825.5869
28570,735421372930.6776,726125906516.0806
28571,726816364849.5374,717629658395.3799
28572,727191447020.5172,718000006083.4597
28573,727387355949.378,718193428913.4038
28574,727985978541.1763,718784489165.2186
28575,724992447665.2269,715828734479.5282
28576,725833299796.5845,716658981748.611
28577,728219380507.3109,719014868839.9275
28578,735596514779.9703,726298787852.4158
28579,735765217859.9822,726465405436.1946
28580,735736852621.0327,726437452715.9126
28581,735267624371.1688,725974215880.4374
28582,735126783168.4764,725835209476.8052
28583,735086968576.7621,725795889634.1879
28584,735070907688.1263,725780031637.4629
28585,745069060679.1694,735651265589.6472
28586,744984258424.7258,735567506415.8286
28587,744908896947.6049,735493005689.3278
28588,744933266363.1924,735516999326.9618
28589,740277014188.9983,730919820849.8538
28590,734930036660.3607,725640580027.2556
28591,734707885541.2529,725421228418.1829
28592,734951564790.3662,725661891446.6168
28593,735219480895.7915,725926366489.3414
28594,734706889899.249,725420286864.9031
28595,734854406327.8265,725565950544.4829
28596,734761997768.0922,725474711971.6888
28597,734417528198.9125,725134610669.2756
28598,734788189152.2643,725500546823.5935
28599,734928769958.6078,725639329352.4563
28600,734687764255.011,725401411774.6252
28601,735292258150.2343,725998286251.1927
28602,735156468285.3224,725864232185.8109
28603,735088680955.3007,725797330159.2026
28604,734371563002.2495,725089294885.2548
28605,739075423580.221,729733693756.1188
28606,741565695457.2712,732192446056.614
28607,738858759367.0741,729519781184.4963
28608,735071957839.761,725780889642.0862
28609,735030078693.6274,725739522055.78
28610,734388831079.8854,725106349133.7654
28611,734793841716.1212,725506252742.1285
28612,734088140361.2036,724809499758.9955
28613,734734850232.4995,725448014965.0419
28614,734628633554.7026,725343117131.5243
28615,735195876251.5203,725903187196.97
28616,737131699352.1045,727814448715.2228
28617,737499513451.3575,728177598808.4596
28618,747006455758.3274,737563930972.3815
28619,747987757236.5468,738532719709.9966
28620,737464291050.1385,728142818598.3748
28621,729954773428.6853,720728199801.2659
28622,725410067959.016,716240885250.9874
28623,736472909909.9797,727163971688.4442
28624,746273233646.6837,736839918590.2441
28625,747647730974.6886,738196993129.6537
28626,747738722004.67,738286864579.0444
28627,747929507642.2236,738475306929.055
28628,747741265116.8416,738289533201.531
28629,747828001619.0957,738375216901.3032
28630,747673271359.6592,738222478270.427
28631,739689460133.389,730339818834.6462
28632,744999070095.0798,735582097277.7163
28633,745194381153.9099,735774883146.5022
28634,745193914110.934,735774368879.6189
28635,745156662807.8049,735737553461.142
28636,745519281396.9283,736095609151.4246
28637,745346697537.2811,735925146723.8154
28638,745153682982.7279,735734538800.0842
28639,745282820772.6772,735862066690.249
28640,745596111912.8871,736171434161.6523
28641,740949314233.4011,731583506041.1682
28642,741698041262.2441,732322846135.3502
28643,745425045659.2786,736002470272.9208
28644,736411313730.1982,727103216308.5792
28645,736539274415.305,727229558488.5814
28646,736568037137.0859,727257947407.0671
28647,738627650484.1282,729291413418.5687
28648,745655500919.2927,736230022217.4462
28649,738973828894.299,729633216088.1769
28650,736228087725.8623,726922271670.1461
28651,745501521135.6805,736078055854.865
28652,745518365903.7065,736094824751.9862
28653,745311705797.3331,735890835650.3018
28654,745242992867.9025,735823036726.9813
28655,745718352068.8201,736292498855.5732
28656,745810512724.7633,736383501800.0438
28657,746299607895.1815,736866486339.1044
28658,745328110469.6327,735907068542.9573
28659,744803472621.1686,735389375801.3822
28660,746943135673.9498,737501791180.1787
28661,745257408592.0669,735836990574.2142
28662,745307807095.397,735886736750.8672
28663,741415118415.7808,732043789792.3907
28664,746983416401.2549,737541516378.1298
28665,738742679402.0319,729405166315.8273
28666,734797537074.644,725509839234.6985
28667,734079813935.6022,724801249806.862
28668,734431265381.9495,725148250049.4596
28669,728042862078.5297,718840663065.5012
28670,727043057685.6127,717853532324.0155
28671,727688856598.864,718491203332.2561
28672,733793850110.6698,724518902135.4056
28673,734610324762.3351,725325004638.9014
28674,734871992103.9788,725583377945.902
28675,734852474505.0427,725564186555.7048
28676,734808274920.7864,725520652774.3484
28677,734801579643.6852,725514131832.2372
28678,733950779273.7955,724674220251.1072
28679,734263216191.3477,724982772189.5498
28680,729149731641.6786,719933945569.5502
28681,727139411437.5498,717949044020.0237
28682,730455136312.7719,721222743719.0607
28683,733795443108.4896,724520609122.4191
28684,733143487950.968,723876788794.7837
28685,734243396373.3013,724962721508.1251
28686,733634035823.3126,724361062977.5706
28687,733749419783.9135,724474990526.4081
28688,733645716662.9585,724372613302.7499
28689,733735846022.8977,724461628704.9841
28690,723206351341.9559,714065242267.4532
28691,723406475218.7568,714262895393.0271
28692,723689464643.4377,714542339694.8961
28693,723974256027.9155,714823577983.2382
28694,724031493350.1488,714880079261.3407
28695,724436262067.5276,715279783059.6078
28696,725558227052.4899,716387631736.7571
28697,725584635813.0458,716413676775.562
28698,733453675758.8755,724183132081.1205
28699,734023670672.4976,724745845708.9891
28700,733586123966.031,724313816598.8252
28701,733796724719.5656,724521775654.7965
28702,730962858210.521,721723855744.2106
28703,731937873584.963,722686648586.6547
28704,733241989943.5491,723974333870.6592
28705,733851598657.8577,724576221456.5544
28706,733765164986.1802,724490834835.906
28707,734129221299.0802,724850235533.7987
28708,733239354794.3696,723971573840.5038
28709,734072032351.072,724793667415.655
28710,733827857572.4087,724552562642.3315
28711,734385939610.5173,725103533122.434
28712,734095087061.1642,724816359431.7397
28713,734198817038.9481,724918778953.0751
28714,734057204706.026,724778976209.7974
28715,733364605535.3998,724095108942.2416
28716,734816331922.3241,725528356010.4227
28717,734521123733.3496,725236891879.888
28718,734047175223.3209,724768950984.3446
28719,734341826486.0245,725059889348.8745
28720,734381897975.0746,725099428466.2344
28721,734868600131.6514,725579948805.5269
28722,734634662796.1396,725348996331.398
28723,734891467515.7986,725602532190.2817
28724,734678146882.3292,725391891124.5941
28725,734797341865.7834,725509545461.4174
28726,735266596744.7062,725972906969.9718
28727,734676828185.5587,725390720844.0946
28728,734848759598.7992,725560538387.5625
28729,734930818771.8466,725641564449.2078
28730,745199173432.228,735779978837.4464
28731,735075427561.1119,725784315465.4347
28732,736320290382.9171,727013425467.3414
28733,734747757344.7374,725460780449.0568
28734,734097899708.6263,724819142935.4724
28735,735799160675.3336,726498857258.3777
28736,734578951540.5972,725294078144.247
28737,734664308029.6511,725378339138.359
28738,734283681597.8702,725002542916.5557
28739,734101890745.9678,724823062761.1761
28740,732560075389.6323,723300757083.6244
28741,727755324022.7754,718556809239.2052
28742,728031662054.7242,718829639832.6683
28743,727573027916.0461,718376785962.2223
28744,727716947023.8683,718518849213.4264
28745,727961157507.8102,718759961281.0797
28746,730863016136.0176,721625102625.6724
28747,735273974565.5637,725980249901.4651
28748,735305293926.5466,726011171903.9047
28749,734904616627.6678,725615591883.8555
28750,734723600595.0236,725436908628.2473
28751,734355448433.0457,725073455833.4917
28752,734426428142.6034,725143549609.3346
28753,744151625927.6128,734745384324.1146
28754,737034101040.3135,727718170697.3207
28755,734299471381.1277,725018104965.9463
28756,734844513593.7252,725556241046.3413
28757,733492062297.6681,724220902079.4397
28758,733288880384.5828,724020286760.0912
28759,736448387919.1034,727139813402.4775
28760,733224555220.9255,723956799667.4138
28761,732920654655.908,723656749589.0249
28762,732650877507.2897,723390380803.7925
28763,733041335393.727,723775911547.2588
28764,727671489080.5807,718474031699.9254
28765,726602584435.2211,717418649414.1484
28766,726244909952.7212,717065504118.3416
28767,726492906682.1791,717310333243.7231
28768,725950677528.5106,716774922699.2509
28769,726253720009.5383,717074137772.9348
28770,726013078318.9574,716836581189.5269
28771,726204901521.725,717025988332.864
28772,729865983237.3381,720640814273.0107
28773,728055626694.235,718853416211.6276
28774,726760608376.9827,717574872751.5017
28775,733075555769.92,723809928100.6182
28776,732463257235.6143,723205355904.7634
28777,733540393745.0371,724268829074.2019
28778,742112941212.868,732732488096.5741
28779,744337979672.7905,734929695656.8679
28780,745026435428.977,735609287480.2507
28781,744962640314.0187,735546277081.2325
28782,744919489980.3705,735503712667.4458
28783,744084410248.3427,734679255378.9026
28784,732623821918.2799,723363726485.394
28785,732174613244.6699,722920151833.5435
28786,730386001326.1765,721154155814.7705
28787,725691173050.138,716518722455.2686
28788,725366813424.3041,716198480538.1771
28789,725549815895.7076,716379118477.4761
28790,725632332203.5936,716460581062.3359
28791,726124594608.0869,716946612810.1057
28792,725740285692.3849,716567169394.8392
28793,725964796289.7039,716788825868.5775
28794,729569246638.4628,720347686188.6405
28795,733415972606.1185,724145776065.9734
28796,733364980109.2792,724095470680.515
28797,732906250392.9225,723642562599.7035
28798,732842657213.1732,723579783651.9288
28799,742149141060.4783,732768495274.3738
28800,743772179406.0889,734370999022.5325
28801,742966448812.649,733575472741.1562
28802,743541117071.2262,734142844515.0809
28803,739037932960.642,729696643594.7726
28804,737443988515.9954,728122884745.4425
28805,737773191693.7911,728447916490.4984
28806,742986923752.0618,733595544582.2887
28807,738606788611.933,729270881187.9603
28808,730550191735.025,721316247826.4785
28809,730314024378.6887,721083099449.896
28810,730406069036.1868,721173987983.3921
28811,729676560114.6156,720453703017.0215
28812,728029541335.0074,718827521007.5261
28813,724007410465.3569,714856282944.0431
28814,723738721754.4939,714590999129.0037
28815,723628322862.2236,714481998627.5859
28816,723852102685.6364,714702944679.0288
28817,724669980345.7859,715510511376.7083
28818,730749429472.4214,721513070099.0978
28819,741265954070.615,731896290546.741
28820,741728096294.4855,732352726636.3313
28821,741171344302.4768,731803016545.8357
28822,741153123700.6672,731785085278.5568
28823,741054668426.9531,731687868751.8636
28824,740992467991.4697,731626434709.0605
28825,740834349448.5392,731470232169.5696
28826,741198941502.7039,731830192094.4603
28827,741709306883.9061,732334182515.0515
28828,741764027262.0682,732388137604.7035
28829,741225172530.0768,731855976905.879
28830,741621616828.5859,732247433697.9856
28831,741476761463.8389,732104395579.6519
28832,729863482415.2228,720638333112.8195
28833,730592974647.3353,721358599251.2429
28834,730566536883.6287,721332468008.0026
28835,729455814840.664,720235786472.9869
28836,722626085224.0929,713492445241.2799
28837,723075477092.8217,713936164135.0396
28838,723575121998.0533,714429502707.6868
28839,724027312223.4481,714875970006.3062
